0, 17000265.162, 1
25, 17019502.0612, 769.476
75, 17075977.0832, 1009.492
100, 17100161.0705, 998.959
150, 17182236.7438, 1213.144
175, 17190027.6986, 1084.357
225, 17218859.5582, 971.531
250, 17189837.3792, 758.289
300, 17232574.3707, 774.364
375, 17310770.4165, 828.014
475, 17327394.5768, 688.694
