0, 8631429.018, 1
25, 8671752.44115, 1612.937
75, 8753928.42962, 1633.325
100, 8795753.96785, 1643.249
150, 8876872.12902, 1636.287
175, 8919516.93028, 1646.217
225, 9001925.90852, 1646.653
250, 9044762.19947, 1653.333
300, 9125670.85727, 1647.473
375, 9248247.91631, 1644.85
475, 9413599.13137, 1646.674
