0, 17000259.857, 1
25, 17021999.2308, 869.575
75, 17062325.3706, 827.54
100, 17077904.3001, 776.444
150, 17127821.673, 850.412
175, 17147002.2491, 838.528
225, 17178038.5477, 790.128
250, 17198761.346, 794.006
300, 17221973.0954, 739.044
375, 17361016.6333, 962.018
475, 17352050.2542, 740.611
475, 17249851.3136, 525.456
